bucket_set,sort,ptv_min,ptv_max,ret20_min,ret20_max,ret60_min,ret60_max,vol_min,vol_max,score_min,liq_min,sample,count,train_ret_count,train_mean_return,train_median_return,train_win_rate,min_return,max_return,train_names,codes,validate_ret_count,validate_mean_return,validate_median_return,validate_win_rate,validate_names,overfit_gap,joint_score
value_pullback,momentum,,,-0.2,0.2,0.0,0.8,,,,,train,20,20,0.1638865809872546,0.13900163443857536,0.65,-0.4109851606618088,1.2569723308558367,成都先导、英科医疗、新强联、铁建重工、金博股份、安科生物、金博股份、星源材质,"sh.688222,sz.300677,sz.300850,sh.688425,sh.688598,sz.300009,sh.688598,sz.300568",11,0.06970579666265472,-0.0341362360067111,0.45454545454545453,华锐精密、翔丰华、星源材质、元力股份、万辰集团、当升科技、贝达药业、中旗股份,0.09418078432459986,0.15576791552916588
all,value,1.0,1.8,-0.2,0.2,0.0,0.8,,,70.0,60.0,train,6,5,0.790975500742925,0.3939874840417952,0.6,-0.2140249424867425,3.402231391399943,芯动联科、胜宏科技、伊之密、锦浪科技、宁德时代、南微医学,"sh.688582,sz.300476,sz.300415,sz.300763,sz.300750,sh.688029",8,0.13841525442260144,0.034262956093607605,0.5,中伟新材、新锐股份、睿创微纳、新宙邦、聚和材料、震裕科技、海博思创、伟测科技,0.6525602463203235,0.15322516372953315
all,hybrid,1.0,1.8,-0.2,0.2,0.0,0.8,,,70.0,60.0,train,6,5,0.790975500742925,0.3939874840417952,0.6,-0.2140249424867425,3.402231391399943,宁德时代、胜宏科技、锦浪科技、南微医学、伊之密、芯动联科,"sz.300750,sz.300476,sz.300763,sh.688029,sz.300415,sh.688582",8,0.13841525442260144,0.034262956093607605,0.5,震裕科技、伟测科技、聚和材料、中伟新材、海博思创、睿创微纳、新锐股份、新宙邦,0.6525602463203235,0.15322516372953315
right_momentum,value,1.0,1.8,-0.2,0.2,0.0,0.8,,,70.0,60.0,train,6,5,0.790975500742925,0.3939874840417952,0.6,-0.2140249424867425,3.402231391399943,芯动联科、胜宏科技、伊之密、锦浪科技、宁德时代、南微医学,"sh.688582,sz.300476,sz.300415,sz.300763,sz.300750,sh.688029",8,0.13841525442260144,0.034262956093607605,0.5,中伟新材、新锐股份、睿创微纳、新宙邦、聚和材料、震裕科技、海博思创、伟测科技,0.6525602463203235,0.15322516372953315
right_momentum,hybrid,1.0,1.8,-0.2,0.2,0.0,0.8,,,70.0,60.0,train,6,5,0.790975500742925,0.3939874840417952,0.6,-0.2140249424867425,3.402231391399943,宁德时代、胜宏科技、锦浪科技、南微医学、伊之密、芯动联科,"sz.300750,sz.300476,sz.300763,sh.688029,sz.300415,sh.688582",8,0.13841525442260144,0.034262956093607605,0.5,震裕科技、伟测科技、聚和材料、中伟新材、海博思创、睿创微纳、新锐股份、新宙邦,0.6525602463203235,0.15322516372953315
all,momentum,1.0,1.8,-0.2,0.2,0.0,0.8,,,70.0,60.0,train,6,5,0.790975500742925,0.3939874840417952,0.6,-0.2140249424867425,3.402231391399943,胜宏科技、南微医学、锦浪科技、伊之密、宁德时代、芯动联科,"sz.300476,sh.688029,sz.300763,sz.300415,sz.300750,sh.688582",8,0.1384152544226014,0.034262956093607605,0.5,新锐股份、伟测科技、震裕科技、新宙邦、聚和材料、睿创微纳、海博思创、中伟新材,0.6525602463203236,0.15322516372953315
right_momentum,momentum,1.0,1.8,-0.2,0.2,0.0,0.8,,,70.0,60.0,train,6,5,0.790975500742925,0.3939874840417952,0.6,-0.2140249424867425,3.402231391399943,胜宏科技、南微医学、锦浪科技、伊之密、宁德时代、芯动联科,"sz.300476,sh.688029,sz.300763,sz.300415,sz.300750,sh.688582",8,0.1384152544226014,0.034262956093607605,0.5,新锐股份、伟测科技、震裕科技、新宙邦、聚和材料、睿创微纳、海博思创、中伟新材,0.6525602463203236,0.15322516372953315
all,hybrid,0.75,1.08,,,0.0,0.8,,,,60.0,train,10,8,0.30580242476650354,0.4193656801052085,0.625,-0.3776825353147141,0.9118628978410864,阳光电源、恒玄科技、时代电气、运达股份、微导纳米、伟测科技、中科电气、英科医疗,"sz.300274,sh.688608,sh.688187,sz.300772,sh.688147,sh.688372,sz.300035,sz.300677",5,0.059710238113865374,-0.0679457437226601,0.4,先惠技术、华锐精密、中伟新材、当升科技、拓斯达,0.24609218665263816,0.1524031714270734
all,value,0.75,1.08,,,0.0,0.8,,,,60.0,train,10,8,0.30580242476650354,0.4193656801052085,0.625,-0.3776825353147141,0.9118628978410864,伟测科技、时代电气、运达股份、微导纳米、英科医疗、铁建重工、中科电气、阳光电源,"sh.688372,sh.688187,sz.300772,sh.688147,sz.300677,sh.688425,sz.300035,sz.300274",5,0.05971023811386537,-0.0679457437226601,0.4,拓斯达、华锐精密、当升科技、先惠技术、中伟新材,0.24609218665263818,0.1524031714270734
all,momentum,0.75,1.08,,,0.0,0.8,,,,60.0,train,10,8,0.30580242476650354,0.4193656801052085,0.625,-0.3776825353147141,0.9118628978410864,阳光电源、英科医疗、微导纳米、运达股份、中科电气、铁建重工、伟测科技、阿特斯,"sz.300274,sz.300677,sh.688147,sz.300772,sz.300035,sh.688425,sh.688372,sh.688472",5,0.05971023811386535,-0.0679457437226601,0.4,华锐精密、拓斯达、中伟新材、先惠技术、当升科技,0.24609218665263818,0.1524031714270734
all,momentum,1.0,1.8,,,0.0,0.8,,,70.0,60.0,train,9,7,0.6175737427212089,0.2006791555082543,0.7142857142857143,-0.2140249424867425,3.402231391399943,胜宏科技、同飞股份、蓝思科技、扬杰科技、南微医学、锦浪科技、伊之密、宁德时代,"sz.300476,sz.300990,sz.300433,sz.300373,sh.688029,sz.300763,sz.300415,sz.300750",12,0.1154258017487743,0.034262956093607605,0.5,长川科技、新锐股份、伟测科技、震裕科技、锐科激光、新宙邦、聚和材料、睿创微纳,0.5021479409724346,0.15017302324441728
right_momentum,momentum,1.0,1.8,,,0.0,0.8,,,70.0,60.0,train,9,7,0.6175737427212089,0.2006791555082543,0.7142857142857143,-0.2140249424867425,3.402231391399943,胜宏科技、同飞股份、蓝思科技、扬杰科技、南微医学、锦浪科技、伊之密、宁德时代,"sz.300476,sz.300990,sz.300433,sz.300373,sh.688029,sz.300763,sz.300415,sz.300750",12,0.1154258017487743,0.034262956093607605,0.5,长川科技、新锐股份、伟测科技、震裕科技、锐科激光、新宙邦、聚和材料、睿创微纳,0.5021479409724346,0.15017302324441728
all,value,1.0,1.8,,,0.0,0.8,,,70.0,60.0,train,9,7,0.6175737427212088,0.2006791555082543,0.7142857142857143,-0.2140249424867425,3.402231391399943,芯动联科、胜宏科技、伊之密、同飞股份、锦浪科技、宁德时代、南微医学、蓝思科技,"sh.688582,sz.300476,sz.300415,sz.300990,sz.300763,sz.300750,sh.688029,sz.300433",12,0.11542580174877427,0.034262956093607605,0.5,先惠技术、中伟新材、新锐股份、传音控股、睿创微纳、新宙邦、长川科技、聚和材料,0.5021479409724345,0.15017302324441728
right_momentum,value,1.0,1.8,,,0.0,0.8,,,70.0,60.0,train,9,7,0.6175737427212088,0.2006791555082543,0.7142857142857143,-0.2140249424867425,3.402231391399943,芯动联科、胜宏科技、伊之密、同飞股份、锦浪科技、宁德时代、南微医学、蓝思科技,"sh.688582,sz.300476,sz.300415,sz.300990,sz.300763,sz.300750,sh.688029,sz.300433",12,0.11542580174877427,0.034262956093607605,0.5,先惠技术、中伟新材、新锐股份、传音控股、睿创微纳、新宙邦、长川科技、聚和材料,0.5021479409724345,0.15017302324441728
all,hybrid,1.0,1.8,,,0.0,0.8,,,70.0,60.0,train,9,7,0.6175737427212088,0.2006791555082543,0.7142857142857143,-0.2140249424867425,3.402231391399943,宁德时代、胜宏科技、锦浪科技、扬杰科技、蓝思科技、同飞股份、南微医学、伊之密,"sz.300750,sz.300476,sz.300763,sz.300373,sz.300433,sz.300990,sh.688029,sz.300415",12,0.11542580174877426,0.034262956093607605,0.5,震裕科技、伟测科技、先惠技术、锐科激光、聚和材料、长川科技、中伟新材、海博思创,0.5021479409724345,0.15017302324441728
right_momentum,hybrid,1.0,1.8,,,0.0,0.8,,,70.0,60.0,train,9,7,0.6175737427212088,0.2006791555082543,0.7142857142857143,-0.2140249424867425,3.402231391399943,宁德时代、胜宏科技、锦浪科技、扬杰科技、蓝思科技、同飞股份、南微医学、伊之密,"sz.300750,sz.300476,sz.300763,sz.300373,sz.300433,sz.300990,sh.688029,sz.300415",12,0.11542580174877426,0.034262956093607605,0.5,震裕科技、伟测科技、先惠技术、锐科激光、聚和材料、长川科技、中伟新材、海博思创,0.5021479409724345,0.15017302324441728
all,momentum,1.0,1.8,0.0,0.35,0.0,0.8,,,,,train,11,9,0.04835949170941849,-0.1320136398199342,0.4444444444444444,-0.3933674226045848,0.5403323875152006,同飞股份、世华科技、扬杰科技、南微医学、稳健医疗、锦浪科技、伊之密、宁德时代,"sz.300990,sh.688093,sz.300373,sh.688029,sz.300888,sz.300763,sz.300415,sz.300750",13,0.18428052073563797,-0.038475905864774,0.46153846153846156,新锐股份、伟测科技、震裕科技、锐科激光、新宙邦、聚和材料、睿创微纳、海博思创,0.0,0.14875237349350334
right_momentum,momentum,1.0,1.8,0.0,0.35,0.0,0.8,,,,,train,11,9,0.04835949170941849,-0.1320136398199342,0.4444444444444444,-0.3933674226045848,0.5403323875152006,同飞股份、世华科技、扬杰科技、南微医学、稳健医疗、锦浪科技、伊之密、宁德时代,"sz.300990,sh.688093,sz.300373,sh.688029,sz.300888,sz.300763,sz.300415,sz.300750",13,0.18428052073563797,-0.038475905864774,0.46153846153846156,新锐股份、伟测科技、震裕科技、锐科激光、新宙邦、聚和材料、睿创微纳、海博思创,0.0,0.14875237349350334
all,hybrid,1.0,1.8,0.0,0.35,0.0,0.8,,,,,train,11,9,0.04835949170941848,-0.1320136398199342,0.4444444444444444,-0.3933674226045848,0.5403323875152006,宁德时代、锦浪科技、扬杰科技、世华科技、同飞股份、南微医学、稳健医疗、伊之密,"sz.300750,sz.300763,sz.300373,sh.688093,sz.300990,sh.688029,sz.300888,sz.300415",13,0.18428052073563797,-0.038475905864774,0.46153846153846156,震裕科技、伟测科技、先惠技术、锐科激光、聚和材料、海博思创、睿创微纳、新锐股份,0.0,0.14875237349350334
right_momentum,hybrid,1.0,1.8,0.0,0.35,0.0,0.8,,,,,train,11,9,0.04835949170941848,-0.1320136398199342,0.4444444444444444,-0.3933674226045848,0.5403323875152006,宁德时代、锦浪科技、扬杰科技、世华科技、同飞股份、南微医学、稳健医疗、伊之密,"sz.300750,sz.300763,sz.300373,sh.688093,sz.300990,sh.688029,sz.300888,sz.300415",13,0.18428052073563797,-0.038475905864774,0.46153846153846156,震裕科技、伟测科技、先惠技术、锐科激光、聚和材料、海博思创、睿创微纳、新锐股份,0.0,0.14875237349350334
all,value,1.0,1.8,0.0,0.35,0.0,0.8,,,,,train,11,9,0.04835949170941849,-0.1320136398199342,0.4444444444444444,-0.3933674226045848,0.5403323875152006,芯动联科、伊之密、同飞股份、特锐德、锦浪科技、稳健医疗、世华科技、宁德时代,"sh.688582,sz.300415,sz.300990,sz.300001,sz.300763,sz.300888,sh.688093,sz.300750",13,0.18428052073563794,-0.038475905864774,0.46153846153846156,先惠技术、新锐股份、亿联网络、传音控股、睿创微纳、英集芯、新宙邦、聚和材料,0.0,0.14875237349350334
right_momentum,value,1.0,1.8,0.0,0.35,0.0,0.8,,,,,train,11,9,0.04835949170941849,-0.1320136398199342,0.4444444444444444,-0.3933674226045848,0.5403323875152006,芯动联科、伊之密、同飞股份、特锐德、锦浪科技、稳健医疗、世华科技、宁德时代,"sh.688582,sz.300415,sz.300990,sz.300001,sz.300763,sz.300888,sh.688093,sz.300750",13,0.18428052073563794,-0.038475905864774,0.46153846153846156,先惠技术、新锐股份、亿联网络、传音控股、睿创微纳、英集芯、新宙邦、聚和材料,0.0,0.14875237349350334
all,value,,,,,,,,,70.0,,train,20,18,1.6091788022718465,0.8882698160748612,0.9444444444444444,-0.1820199778024418,8.006598302796267,华策影视、长芯博创、长川科技、仕佳光子、锦浪科技、新强联、英科医疗、捷佳伟创,"sz.300133,sz.300548,sz.300604,sh.688313,sz.300763,sz.300850,sz.300677,sz.300724",20,0.15497850173557942,0.03747328335584825,0.5,欧科亿、香农芯创、赢合科技、立中集团、寒锐钴业、新强联、时代电气、华锐精密,1.4542003005362671,0.14816566822164842
value_pullback,hybrid,,,-0.2,0.2,0.0,0.8,,,,,train,20,18,0.10521845595701297,0.038461963615574246,0.6111111111111112,-0.3776825353147141,1.2569723308558367,锦浪科技、恒玄科技、博俊科技、佐力药业、正帆科技、特宝生物、博俊科技、新强联,"sz.300763,sh.688608,sz.300926,sz.300181,sh.688596,sh.688278,sz.300926,sz.300850",11,0.0697057966626547,-0.0341362360067111,0.45454545454545453,华锐精密、万辰集团、当升科技、翔丰华、利安隆、建龙微纳、贝达药业、星源材质,0.035512659294358276,0.14559829477136307
value_pullback,hybrid,,,,,0.0,0.8,,,,60.0,train,20,18,0.6432454000773761,0.038461963615574246,0.5555555555555556,-0.3776825353147141,5.046035995587445,阳光电源、锦浪科技、恒玄科技、长芯博创、佐力药业、仕佳光子、新强联、时代电气,"sz.300274,sz.300763,sh.688608,sz.300548,sz.300181,sh.688313,sz.300850,sh.688187",9,0.1274582116561649,0.1277785273273506,0.5555555555555556,香农芯创、华锐精密、万辰集团、三生国健、当升科技、拓斯达、翔丰华、贝达药业,0.5157871884212112,0.1438451110795387
value_pullback,momentum,,,,,,,,,,,train,20,19,0.446159017538291,0.0430586488492947,0.5789473684210527,-0.2891869237217099,5.046035995587445,仕佳光子、捷佳伟创、仕佳光子、阳光电源、成都先导、英科医疗、微导纳米、新强联,"sh.688313,sz.300724,sh.688313,sz.300274,sh.688222,sz.300677,sh.688147,sz.300850",20,0.12391799695529379,0.034071353281968,0.5,欧科亿、华锐精密、香农芯创、金博股份、翔丰华、星源材质、拓斯达、元力股份,0.3222410205829972,0.14290651833689474
all,hybrid,1.0,1.8,0.0,0.35,0.0,0.8,,,70.0,,train,10,8,-0.013137120266304286,-0.15770083958004835,0.375,-0.3933674226045848,0.5046972105795635,宁德时代、锦浪科技、扬杰科技、世华科技、同飞股份、南微医学、稳健医疗、伊之密,"sz.300750,sz.300763,sz.300373,sh.688093,sz.300990,sh.688029,sz.300888,sz.300415",10,0.12541468915453832,0.034262956093607605,0.5,震裕科技、伟测科技、先惠技术、锐科激光、聚和材料、海博思创、睿创微纳、新锐股份,0.0,0.14130575429048306
right_momentum,hybrid,1.0,1.8,0.0,0.35,0.0,0.8,,,70.0,,train,10,8,-0.013137120266304286,-0.15770083958004835,0.375,-0.3933674226045848,0.5046972105795635,宁德时代、锦浪科技、扬杰科技、世华科技、同飞股份、南微医学、稳健医疗、伊之密,"sz.300750,sz.300763,sz.300373,sh.688093,sz.300990,sh.688029,sz.300888,sz.300415",10,0.12541468915453832,0.034262956093607605,0.5,震裕科技、伟测科技、先惠技术、锐科激光、聚和材料、海博思创、睿创微纳、新锐股份,0.0,0.14130575429048306
all,value,1.0,1.8,0.0,0.35,0.0,0.8,,,70.0,,train,10,8,-0.013137120266304286,-0.15770083958004835,0.375,-0.3933674226045848,0.5046972105795635,芯动联科、伊之密、同飞股份、锦浪科技、稳健医疗、世华科技、宁德时代、南微医学,"sh.688582,sz.300415,sz.300990,sz.300763,sz.300888,sh.688093,sz.300750,sh.688029",10,0.1254146891545383,0.034262956093607605,0.5,先惠技术、新锐股份、传音控股、睿创微纳、新宙邦、聚和材料、震裕科技、锐科激光,0.0,0.14130575429048306
all,momentum,1.0,1.8,0.0,0.35,0.0,0.8,,,70.0,,train,10,8,-0.013137120266304286,-0.15770083958004835,0.375,-0.3933674226045848,0.5046972105795635,同飞股份、世华科技、扬杰科技、南微医学、稳健医疗、锦浪科技、伊之密、宁德时代,"sz.300990,sh.688093,sz.300373,sh.688029,sz.300888,sz.300763,sz.300415,sz.300750",10,0.1254146891545383,0.034262956093607605,0.5,新锐股份、伟测科技、震裕科技、锐科激光、新宙邦、聚和材料、睿创微纳、海博思创,0.0,0.14130575429048306
right_momentum,value,1.0,1.8,0.0,0.35,0.0,0.8,,,70.0,,train,10,8,-0.013137120266304286,-0.15770083958004835,0.375,-0.3933674226045848,0.5046972105795635,芯动联科、伊之密、同飞股份、锦浪科技、稳健医疗、世华科技、宁德时代、南微医学,"sh.688582,sz.300415,sz.300990,sz.300763,sz.300888,sh.688093,sz.300750,sh.688029",10,0.1254146891545383,0.034262956093607605,0.5,先惠技术、新锐股份、传音控股、睿创微纳、新宙邦、聚和材料、震裕科技、锐科激光,0.0,0.14130575429048306
right_momentum,momentum,1.0,1.8,0.0,0.35,0.0,0.8,,,70.0,,train,10,8,-0.013137120266304286,-0.15770083958004835,0.375,-0.3933674226045848,0.5046972105795635,同飞股份、世华科技、扬杰科技、南微医学、稳健医疗、锦浪科技、伊之密、宁德时代,"sz.300990,sh.688093,sz.300373,sh.688029,sz.300888,sz.300763,sz.300415,sz.300750",10,0.1254146891545383,0.034262956093607605,0.5,新锐股份、伟测科技、震裕科技、锐科激光、新宙邦、聚和材料、睿创微纳、海博思创,0.0,0.14130575429048306
all,value,1.0,1.8,-0.2,0.2,,,,,70.0,,train,9,8,0.5190651433779431,0.1309869221109305,0.5,-0.3933674226045848,3.402231391399943,蓝思科技、芯动联科、胜宏科技、伊之密、锦浪科技、稳健医疗、宁德时代、南微医学,"sz.300433,sh.688582,sz.300476,sz.300415,sz.300763,sz.300888,sz.300750,sh.688029",10,0.12933684255900474,0.034262956093607605,0.5,金山办公、中伟新材、佰维存储、新锐股份、睿创微纳、新宙邦、聚和材料、震裕科技,0.38972830081893833,0.1400224271128524
right_momentum,value,1.0,1.8,-0.2,0.2,,,,,70.0,,train,9,8,0.5190651433779431,0.1309869221109305,0.5,-0.3933674226045848,3.402231391399943,蓝思科技、芯动联科、胜宏科技、伊之密、锦浪科技、稳健医疗、宁德时代、南微医学,"sz.300433,sh.688582,sz.300476,sz.300415,sz.300763,sz.300888,sz.300750,sh.688029",10,0.12933684255900474,0.034262956093607605,0.5,金山办公、中伟新材、佰维存储、新锐股份、睿创微纳、新宙邦、聚和材料、震裕科技,0.38972830081893833,0.1400224271128524
all,momentum,1.0,1.8,-0.2,0.2,,,,,70.0,,train,9,8,0.519065143377943,0.1309869221109305,0.5,-0.3933674226045848,3.402231391399943,胜宏科技、南微医学、稳健医疗、锦浪科技、伊之密、宁德时代、芯动联科、宏华数科,"sz.300476,sh.688029,sz.300888,sz.300763,sz.300415,sz.300750,sh.688582,sh.688789",10,0.12933684255900474,0.034262956093607605,0.5,佰维存储、新锐股份、伟测科技、震裕科技、新宙邦、聚和材料、睿创微纳、海博思创,0.3897283008189382,0.1400224271128524
all,hybrid,1.0,1.8,-0.2,0.2,,,,,70.0,,train,9,8,0.519065143377943,0.1309869221109305,0.5,-0.3933674226045848,3.402231391399943,宁德时代、胜宏科技、锦浪科技、南微医学、稳健医疗、伊之密、芯动联科、宏华数科,"sz.300750,sz.300476,sz.300763,sh.688029,sz.300888,sz.300415,sh.688582,sh.688789",10,0.12933684255900474,0.034262956093607605,0.5,佰维存储、震裕科技、伟测科技、金山办公、聚和材料、中伟新材、海博思创、睿创微纳,0.3897283008189382,0.1400224271128524
right_momentum,momentum,1.0,1.8,-0.2,0.2,,,,,70.0,,train,9,8,0.519065143377943,0.1309869221109305,0.5,-0.3933674226045848,3.402231391399943,胜宏科技、南微医学、稳健医疗、锦浪科技、伊之密、宁德时代、芯动联科、宏华数科,"sz.300476,sh.688029,sz.300888,sz.300763,sz.300415,sz.300750,sh.688582,sh.688789",10,0.12933684255900474,0.034262956093607605,0.5,佰维存储、新锐股份、伟测科技、震裕科技、新宙邦、聚和材料、睿创微纳、海博思创,0.3897283008189382,0.1400224271128524
right_momentum,hybrid,1.0,1.8,-0.2,0.2,,,,,70.0,,train,9,8,0.519065143377943,0.1309869221109305,0.5,-0.3933674226045848,3.402231391399943,宁德时代、胜宏科技、锦浪科技、南微医学、稳健医疗、伊之密、芯动联科、宏华数科,"sz.300750,sz.300476,sz.300763,sh.688029,sz.300888,sz.300415,sh.688582,sh.688789",10,0.12933684255900474,0.034262956093607605,0.5,佰维存储、震裕科技、伟测科技、金山办公、聚和材料、中伟新材、海博思创、睿创微纳,0.3897283008189382,0.1400224271128524
all,momentum,1.0,1.8,0.0,0.35,,,,,70.0,,train,10,8,-0.013137120266304286,-0.15770083958004835,0.375,-0.3933674226045848,0.5046972105795635,同飞股份、世华科技、扬杰科技、南微医学、稳健医疗、锦浪科技、伊之密、宁德时代,"sz.300990,sh.688093,sz.300373,sh.688029,sz.300888,sz.300763,sz.300415,sz.300750",12,0.12001610681288495,0.034262956093607605,0.5,佰维存储、新锐股份、伟测科技、震裕科技、锐科激光、新宙邦、聚和材料、睿创微纳,0.0,0.1394162504709044
right_momentum,momentum,1.0,1.8,0.0,0.35,,,,,70.0,,train,10,8,-0.013137120266304286,-0.15770083958004835,0.375,-0.3933674226045848,0.5046972105795635,同飞股份、世华科技、扬杰科技、南微医学、稳健医疗、锦浪科技、伊之密、宁德时代,"sz.300990,sh.688093,sz.300373,sh.688029,sz.300888,sz.300763,sz.300415,sz.300750",12,0.12001610681288495,0.034262956093607605,0.5,佰维存储、新锐股份、伟测科技、震裕科技、锐科激光、新宙邦、聚和材料、睿创微纳,0.0,0.1394162504709044
all,value,1.0,1.8,0.0,0.35,,,,,70.0,,train,10,8,-0.013137120266304286,-0.15770083958004835,0.375,-0.3933674226045848,0.5046972105795635,芯动联科、伊之密、同飞股份、锦浪科技、稳健医疗、世华科技、宁德时代、南微医学,"sh.688582,sz.300415,sz.300990,sz.300763,sz.300888,sh.688093,sz.300750,sh.688029",12,0.12001610681288492,0.034262956093607605,0.5,金山办公、先惠技术、佰维存储、新锐股份、传音控股、睿创微纳、新宙邦、聚和材料,0.0,0.13941625047090436
all,hybrid,1.0,1.8,0.0,0.35,,,,,70.0,,train,10,8,-0.013137120266304286,-0.15770083958004835,0.375,-0.3933674226045848,0.5046972105795635,宁德时代、锦浪科技、扬杰科技、世华科技、同飞股份、南微医学、稳健医疗、伊之密,"sz.300750,sz.300763,sz.300373,sh.688093,sz.300990,sh.688029,sz.300888,sz.300415",12,0.12001610681288492,0.034262956093607605,0.5,佰维存储、震裕科技、伟测科技、金山办公、先惠技术、锐科激光、聚和材料、海博思创,0.0,0.13941625047090436
right_momentum,value,1.0,1.8,0.0,0.35,,,,,70.0,,train,10,8,-0.013137120266304286,-0.15770083958004835,0.375,-0.3933674226045848,0.5046972105795635,芯动联科、伊之密、同飞股份、锦浪科技、稳健医疗、世华科技、宁德时代、南微医学,"sh.688582,sz.300415,sz.300990,sz.300763,sz.300888,sh.688093,sz.300750,sh.688029",12,0.12001610681288492,0.034262956093607605,0.5,金山办公、先惠技术、佰维存储、新锐股份、传音控股、睿创微纳、新宙邦、聚和材料,0.0,0.13941625047090436
right_momentum,hybrid,1.0,1.8,0.0,0.35,,,,,70.0,,train,10,8,-0.013137120266304286,-0.15770083958004835,0.375,-0.3933674226045848,0.5046972105795635,宁德时代、锦浪科技、扬杰科技、世华科技、同飞股份、南微医学、稳健医疗、伊之密,"sz.300750,sz.300763,sz.300373,sh.688093,sz.300990,sh.688029,sz.300888,sz.300415",12,0.12001610681288492,0.034262956093607605,0.5,佰维存储、震裕科技、伟测科技、金山办公、先惠技术、锐科激光、聚和材料、海博思创,0.0,0.13941625047090436
all,hybrid,0.75,1.08,,,0.0,0.8,,,,,train,20,18,0.17261659123430925,0.1656535131893841,0.6666666666666666,-0.3776825353147141,0.9118628978410864,阳光电源、恒玄科技、博俊科技、正帆科技、博俊科技、时代电气、运达股份、微导纳米,"sz.300274,sh.688608,sz.300926,sh.688596,sz.300926,sh.688187,sz.300772,sh.688147",5,0.059710238113865374,-0.0679457437226601,0.4,先惠技术、华锐精密、中伟新材、当升科技、拓斯达,0.11290635312044388,0.13849088808619556
all,value,0.75,1.08,,,0.0,0.8,,,,,train,20,18,0.17261659123430928,0.1656535131893841,0.6666666666666666,-0.3776825353147141,0.9118628978410864,伟测科技、中国通号、时代电气、时代电气、运达股份、节能环境、天能股份、微导纳米,"sh.688372,sh.688009,sh.688187,sh.688187,sz.300772,sz.300140,sh.688819,sh.688147",5,0.05971023811386537,-0.0679457437226601,0.4,拓斯达、华锐精密、当升科技、先惠技术、中伟新材,0.11290635312044392,0.13849088808619556
all,momentum,0.75,1.08,,,0.0,0.8,,,,,train,20,18,0.17261659123430928,0.1656535131893841,0.6666666666666666,-0.3776825353147141,0.9118628978410864,阳光电源、英科医疗、微导纳米、新强联、运达股份、中科电气、铁建重工、伟测科技,"sz.300274,sz.300677,sh.688147,sz.300850,sz.300772,sz.300035,sh.688425,sh.688372",5,0.05971023811386535,-0.0679457437226601,0.4,华锐精密、拓斯达、中伟新材、先惠技术、当升科技,0.11290635312044392,0.13849088808619556
value_pullback,momentum,,,0.0,0.35,,,,,,,train,20,19,0.17044554020670294,0.0472696673168642,0.631578947368421,-0.4109851606618088,0.9118628978410864,阳光电源、成都先导、微导纳米、新强联、运达股份、中科电气、兴齐眼药、寒锐钴业,"sz.300274,sh.688222,sh.688147,sz.300850,sz.300772,sz.300035,sz.300573,sz.300618",20,0.07261199678679714,-0.0444826626236813,0.45,欧科亿、华锐精密、香农芯创、翔丰华、星源材质、拓斯达、元力股份、万辰集团,0.0978335434199058,0.13736684654084452
all,momentum,1.0,1.8,0.0,0.35,,,,,,,train,12,10,0.01601591991248235,-0.15770083958004835,0.4,-0.3933674226045848,0.5403323875152006,同飞股份、世华科技、扬杰科技、南微医学、稳健医疗、锦浪科技、伊之密、宁德时代,"sz.300990,sh.688093,sz.300373,sh.688029,sz.300888,sz.300763,sz.300415,sz.300750",15,0.17211287731816866,-0.038475905864774,0.4666666666666667,佰维存储、新锐股份、伟测科技、震裕科技、锐科激光、新宙邦、聚和材料、睿创微纳,0.0,0.13696540465815826
right_momentum,momentum,1.0,1.8,0.0,0.35,,,,,,,train,12,10,0.01601591991248235,-0.15770083958004835,0.4,-0.3933674226045848,0.5403323875152006,同飞股份、世华科技、扬杰科技、南微医学、稳健医疗、锦浪科技、伊之密、宁德时代,"sz.300990,sh.688093,sz.300373,sh.688029,sz.300888,sz.300763,sz.300415,sz.300750",15,0.17211287731816866,-0.038475905864774,0.4666666666666667,佰维存储、新锐股份、伟测科技、震裕科技、锐科激光、新宙邦、聚和材料、睿创微纳,0.0,0.13696540465815826
all,hybrid,1.0,1.8,0.0,0.35,,,,,,,train,12,10,0.016015919912482347,-0.15770083958004835,0.4,-0.3933674226045848,0.5403323875152006,宁德时代、锦浪科技、扬杰科技、世华科技、同飞股份、南微医学、稳健医疗、伊之密,"sz.300750,sz.300763,sz.300373,sh.688093,sz.300990,sh.688029,sz.300888,sz.300415",15,0.17211287731816863,-0.038475905864774,0.4666666666666667,佰维存储、震裕科技、伟测科技、金山办公、先惠技术、锐科激光、聚和材料、海博思创,0.0,0.13696540465815826
right_momentum,hybrid,1.0,1.8,0.0,0.35,,,,,,,train,12,10,0.016015919912482347,-0.15770083958004835,0.4,-0.3933674226045848,0.5403323875152006,宁德时代、锦浪科技、扬杰科技、世华科技、同飞股份、南微医学、稳健医疗、伊之密,"sz.300750,sz.300763,sz.300373,sh.688093,sz.300990,sh.688029,sz.300888,sz.300415",15,0.17211287731816863,-0.038475905864774,0.4666666666666667,佰维存储、震裕科技、伟测科技、金山办公、先惠技术、锐科激光、聚和材料、海博思创,0.0,0.13696540465815826
