序号,日期,股票,代码,买卖,操作摘要,交易结果,成交价,数量(股),成交金额(元),手续费税费滑点(元),买卖理由,本次已实现盈亏(元),本次收益率(%),交易后持股(股),持仓状态,现金变化(元),选股理由,买卖依据对照,结构比例,锚点低/高,锚点日期
293,2025-09-25,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 300股，成交价67.108，成交金额20,132.27元，现金+20,107.14元，本次盈利+1,790.92元，收益率+9.78%，剩余1200股","盈利1,790.92元 (+9.78%)",67.108,300,20132.27,25.13,L5；上一格卖出；盘中触及结构位成交,1790.92,9.7778,1200,持有1200股,20107.14,,,,,
294,2025-09-25,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 300股，成交价65.33，成交金额19,599.00元，现金+19,574.40元，本次盈利+1,258.19元，收益率+6.87%，剩余900股","盈利1,258.19元 (+6.87%)",65.33,300,19599.0,24.6,L4；上一格卖出；开盘已触发成交,1258.19,6.8693,900,持有900股,19574.4,,,,,
295,2025-09-25,胜宏科技,sz.300476,卖出,"卖出胜宏科技(sz.300476) 1100股，成交价297.47，成交金额327,217.00元，现金+326,861.97元，本次盈利+176,483.55元，收益率+117.36%，剩余1100股","盈利176,483.55元 (+117.36%)",297.47,1100,327217.0,355.03,止盈条件=volume_node_break:2025-09-11；14:55收盘代理价成交,176483.55,117.3596,1100,持有1100股,326861.97,,,,,
296,2025-09-26,安集科技,sh.688019,买入,"买入安集科技(sh.688019) 1600股，成交价171.32，成交金额274,112.00元，现金-274,272.36元，交易后持股1600股",建仓成本160.36元,171.32,1600,274112.0,160.36,33未三日下行首仓；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-160.36,,1600,持有1600股,-274272.36,基本面硬条件通过且多周期强度居前；20日强度+22.6%；60日强度+42.1%；120日强度+76.1%；距120日高点-0.1%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,,,
297,2025-10-09,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 700股，成交价32.27，成交金额22,589.00元，现金+22,561.41元，本次盈利+4,221.25元，收益率+23.02%，剩余2800股","盈利4,221.25元 (+23.02%)",32.27,700,22589.0,27.59,L4；上一格卖出；开盘已触发成交,4221.25,23.0164,2800,持有2800股,22561.41,,,,,
298,2025-10-10,思维列控,sh.603508,买入,"买入思维列控(sh.603508) 600股，成交价32.47，成交金额19,482.00元，现金-19,496.74元，交易后持股600股",建仓成本14.74元,32.47,600,19482.0,14.74,L1；价值线网格第1份；开盘已触发成交,-14.74,,600,持有600股,-19496.74,,,,,
299,2025-10-10,思维列控,sh.603508,买入,"买入思维列控(sh.603508) 600股，成交价32.47，成交金额19,482.00元，现金-19,496.74元，交易后持股1200股",建仓成本14.74元,32.47,600,19482.0,14.74,L2；价值线网格第2份；开盘已触发成交,-14.74,,1200,持有1200股,-19496.74,,,,,
300,2025-10-10,思维列控,sh.603508,买入,"买入思维列控(sh.603508) 600股，成交价32.47，成交金额19,482.00元，现金-19,496.74元，交易后持股1800股",建仓成本14.74元,32.47,600,19482.0,14.74,L3；价值线网格第3份；开盘已触发成交,-14.74,,1800,持有1800股,-19496.74,,,,,
301,2025-10-10,思维列控,sh.603508,买入,"买入思维列控(sh.603508) 600股，成交价32.47，成交金额19,482.00元，现金-19,496.74元，交易后持股2400股",建仓成本14.74元,32.47,600,19482.0,14.74,L4；价值线网格第4份；开盘已触发成交,-14.74,,2400,持有2400股,-19496.74,,,,,
302,2025-10-10,思维列控,sh.603508,买入,"买入思维列控(sh.603508) 600股，成交价32.47，成交金额19,482.00元，现金-19,496.74元，交易后持股3000股",建仓成本14.74元,32.47,600,19482.0,14.74,L5；价值线网格第5份；开盘已触发成交,-14.74,,3000,持有3000股,-19496.74,,,,,
303,2025-10-10,思维列控,sh.603508,买入,"买入思维列控(sh.603508) 600股，成交价32.47，成交金额19,482.00元，现金-19,496.74元，交易后持股3600股",建仓成本14.74元,32.47,600,19482.0,14.74,L6；价值线网格第6份；开盘已触发成交,-14.74,,3600,持有3600股,-19496.74,,,,,
304,2025-10-10,安集科技,sh.688019,卖出,"卖出安集科技(sh.688019) 1600股，成交价167.02，成交金额267,232.00元，现金+266,942.05元，本次亏损-7,330.30元，收益率-2.67%，清仓","亏损-7,330.30元 (-2.67%)",167.02,1600,267232.0,289.95,收盘条件止损；14:55收盘代理价成交,-7330.3,-2.6726,0,清仓,266942.05,,,,,
305,2025-10-13,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 1000股，成交价19.52，成交金额19,520.00元，现金-19,534.76元，交易后持股1000股",建仓成本14.76元,19.52,1000,19520.0,14.76,L1；价值线网格第1份；开盘已触发成交,-14.76,,1000,持有1000股,-19534.76,,,,,
306,2025-10-13,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 1000股，成交价19.52，成交金额19,520.00元，现金-19,534.76元，交易后持股2000股",建仓成本14.76元,19.52,1000,19520.0,14.76,L2；价值线网格第2份；开盘已触发成交,-14.76,,2000,持有2000股,-19534.76,,,,,
307,2025-10-13,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 1000股，成交价19.52，成交金额19,520.00元，现金-19,534.76元，交易后持股3000股",建仓成本14.76元,19.52,1000,19520.0,14.76,L3；价值线网格第3份；开盘已触发成交,-14.76,,3000,持有3000股,-19534.76,,,,,
308,2025-10-13,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 1000股，成交价19.52，成交金额19,520.00元，现金-19,534.76元，交易后持股4000股",建仓成本14.76元,19.52,1000,19520.0,14.76,L4；价值线网格第4份；开盘已触发成交,-14.76,,4000,持有4000股,-19534.76,,,,,
309,2025-10-13,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 1000股，成交价19.52，成交金额19,520.00元，现金-19,534.76元，交易后持股5000股",建仓成本14.76元,19.52,1000,19520.0,14.76,L5；价值线网格第5份；开盘已触发成交,-14.76,,5000,持有5000股,-19534.76,,,,,
310,2025-10-13,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 1000股，成交价19.52，成交金额19,520.00元，现金-19,534.76元，交易后持股6000股",建仓成本14.76元,19.52,1000,19520.0,14.76,L6；价值线网格第6份；开盘已触发成交,-14.76,,6000,持有6000股,-19534.76,,,,,
311,2025-10-13,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 1000股，成交价19.52，成交金额19,520.00元，现金-19,534.76元，交易后持股7000股",建仓成本14.76元,19.52,1000,19520.0,14.76,L7；价值线网格第7份；开盘已触发成交,-14.76,,7000,持有7000股,-19534.76,,,,,
312,2025-10-13,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 1000股，成交价19.52，成交金额19,520.00元，现金-19,534.76元，交易后持股8000股",建仓成本14.76元,19.52,1000,19520.0,14.76,L8；价值线网格第8份；开盘已触发成交,-14.76,,8000,持有8000股,-19534.76,,,,,
313,2025-10-13,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 1000股，成交价19.52，成交金额19,520.00元，现金-19,534.76元，交易后持股9000股",建仓成本14.76元,19.52,1000,19520.0,14.76,L9；价值线网格第9份；开盘已触发成交,-14.76,,9000,持有9000股,-19534.76,,,,,
314,2025-10-13,胜宏科技,sz.300476,卖出,"卖出胜宏科技(sz.300476) 1100股，成交价256.7，成交金额282,370.00元，现金+282,063.63元，本次盈利+92,052.04元，收益率+48.45%，清仓","盈利92,052.04元 (+48.45%)",256.7,1100,282370.0,306.37,止盈条件=maximum_profit_half；14:55收盘代理价成交,92052.04,48.4455,0,清仓,282063.63,,,,,
315,2025-10-14,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 700股，成交价33.442，成交金额23,409.40元，现金+23,380.99元，本次盈利+5,040.83元，收益率+27.49%，剩余2100股","盈利5,040.83元 (+27.49%)",33.442,700,23409.4,28.41,L5；上一格卖出；盘中触及结构位成交,5040.83,27.4852,2100,持有2100股,23380.99,,,,,
316,2025-10-14,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 1000股，成交价22.437，成交金额22,437.01元，现金+22,409.57元，本次盈利+2,874.81元，收益率+14.72%，剩余8000股","盈利2,874.81元 (+14.72%)",22.437,1000,22437.01,27.44,L8；上一格卖出；盘中触及结构位成交,2874.81,14.7164,8000,持有8000股,22409.57,,,,,
317,2025-10-14,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 1000股，成交价21.315，成交金额21,315.16元，现金+21,288.84元，本次盈利+1,754.08元，收益率+8.98%，剩余7000股","盈利1,754.08元 (+8.98%)",21.315,1000,21315.16,26.32,L9；上一格卖出；盘中触及结构位成交,1754.08,8.9793,7000,持有7000股,21288.84,,,,,
318,2025-10-14,时代电气,sh.688187,买入,"买入时代电气(sh.688187) 200股，成交价55.85，成交金额11,170.00元，现金-11,180.58元，交易后持股200股",建仓成本10.59元,55.85,200,11170.0,10.59,L1；价值线网格第1份；开盘已触发成交,-10.59,,200,持有200股,-11180.58,,,,,
319,2025-10-14,时代电气,sh.688187,买入,"买入时代电气(sh.688187) 200股，成交价55.85，成交金额11,170.00元，现金-11,180.58元，交易后持股400股",建仓成本10.59元,55.85,200,11170.0,10.59,L2；价值线网格第2份；开盘已触发成交,-10.59,,400,持有400股,-11180.58,,,,,
320,2025-10-14,时代电气,sh.688187,买入,"买入时代电气(sh.688187) 200股，成交价55.85，成交金额11,170.00元，现金-11,180.58元，交易后持股600股",建仓成本10.59元,55.85,200,11170.0,10.59,L3；价值线网格第3份；开盘已触发成交,-10.59,,600,持有600股,-11180.58,,,,,
321,2025-10-14,时代电气,sh.688187,买入,"买入时代电气(sh.688187) 200股，成交价55.85，成交金额11,170.00元，现金-11,180.58元，交易后持股800股",建仓成本10.59元,55.85,200,11170.0,10.59,L4；价值线网格第4份；开盘已触发成交,-10.59,,800,持有800股,-11180.58,,,,,
322,2025-10-14,时代电气,sh.688187,买入,"买入时代电气(sh.688187) 200股，成交价55.85，成交金额11,170.00元，现金-11,180.58元，交易后持股1000股",建仓成本10.59元,55.85,200,11170.0,10.59,L5；价值线网格第5份；开盘已触发成交,-10.59,,1000,持有1000股,-11180.58,,,,,
323,2025-10-14,时代电气,sh.688187,买入,"买入时代电气(sh.688187) 200股，成交价55.85，成交金额11,170.00元，现金-11,180.58元，交易后持股1200股",建仓成本10.59元,55.85,200,11170.0,10.59,L6；价值线网格第6份；开盘已触发成交,-10.59,,1200,持有1200股,-11180.58,,,,,
324,2025-10-14,时代电气,sh.688187,买入,"买入时代电气(sh.688187) 200股，成交价55.218，成交金额11,043.53元，现金-11,054.05元，交易后持股1400股",建仓成本10.52元,55.218,200,11043.53,10.52,L7；价值线网格第7份；盘中触及结构位成交,-10.52,,1400,持有1400股,-11054.05,,,,,
325,2025-10-15,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 900股，成交价20.94，成交金额18,846.00元，现金-18,860.42元，交易后持股7900股",建仓成本14.42元,20.94,900,18846.0,14.42,L8；价值线网格第8份；开盘已触发成交,-14.42,,7900,持有7900股,-18860.42,,,,,
326,2025-10-16,时代电气,sh.688187,卖出,"卖出时代电气(sh.688187) 200股，成交价56.24，成交金额11,248.00元，现金+11,231.75元，本次盈利+51.17元，收益率+0.46%，剩余1200股",盈利51.17元 (+0.46%),56.24,200,11248.0,16.25,L1；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,51.17,0.4576,1200,持有1200股,11231.75,,,,,
327,2025-10-16,时代电气,sh.688187,卖出,"卖出时代电气(sh.688187) 200股，成交价56.24，成交金额11,248.00元，现金+11,231.75元，本次盈利+51.17元，收益率+0.46%，剩余1000股",盈利51.17元 (+0.46%),56.24,200,11248.0,16.25,L2；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,51.17,0.4576,1000,持有1000股,11231.75,,,,,
328,2025-10-16,时代电气,sh.688187,卖出,"卖出时代电气(sh.688187) 200股，成交价56.24，成交金额11,248.00元，现金+11,231.75元，本次盈利+51.17元，收益率+0.46%，剩余800股",盈利51.17元 (+0.46%),56.24,200,11248.0,16.25,L3；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,51.17,0.4576,800,持有800股,11231.75,,,,,
329,2025-10-16,时代电气,sh.688187,卖出,"卖出时代电气(sh.688187) 200股，成交价56.24，成交金额11,248.00元，现金+11,231.75元，本次盈利+51.17元，收益率+0.46%，剩余600股",盈利51.17元 (+0.46%),56.24,200,11248.0,16.25,L4；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,51.17,0.4576,600,持有600股,11231.75,,,,,
330,2025-10-16,时代电气,sh.688187,卖出,"卖出时代电气(sh.688187) 200股，成交价56.24，成交金额11,248.00元，现金+11,231.75元，本次盈利+51.17元，收益率+0.46%，剩余400股",盈利51.17元 (+0.46%),56.24,200,11248.0,16.25,L5；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,51.17,0.4576,400,持有400股,11231.75,,,,,
331,2025-10-16,时代电气,sh.688187,卖出,"卖出时代电气(sh.688187) 200股，成交价56.24，成交金额11,248.00元，现金+11,231.75元，本次盈利+51.17元，收益率+0.46%，剩余200股",盈利51.17元 (+0.46%),56.24,200,11248.0,16.25,L6；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,51.17,0.4576,200,持有200股,11231.75,,,,,
332,2025-10-16,时代电气,sh.688187,卖出,"卖出时代电气(sh.688187) 200股，成交价56.24，成交金额11,248.00元，现金+11,231.75元，本次盈利+177.70元，收益率+1.61%，清仓",盈利177.70元 (+1.61%),56.24,200,11248.0,16.25,L7；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,177.7,1.6075,0,清仓,11231.75,,,,,
333,2025-10-16,思维列控,sh.603508,卖出,"卖出思维列控(sh.603508) 600股，成交价32.31，成交金额19,386.00元，现金+19,361.61元，本次亏损-135.13元，收益率-0.69%，剩余3000股",亏损-135.13元 (-0.69%),32.31,600,19386.0,24.39,L1；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,-135.13,-0.6931,3000,持有3000股,19361.61,,,,,
334,2025-10-16,思维列控,sh.603508,卖出,"卖出思维列控(sh.603508) 600股，成交价32.31，成交金额19,386.00元，现金+19,361.61元，本次亏损-135.13元，收益率-0.69%，剩余2400股",亏损-135.13元 (-0.69%),32.31,600,19386.0,24.39,L2；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,-135.13,-0.6931,2400,持有2400股,19361.61,,,,,
335,2025-10-16,思维列控,sh.603508,卖出,"卖出思维列控(sh.603508) 600股，成交价32.31，成交金额19,386.00元，现金+19,361.61元，本次亏损-135.13元，收益率-0.69%，剩余1800股",亏损-135.13元 (-0.69%),32.31,600,19386.0,24.39,L3；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,-135.13,-0.6931,1800,持有1800股,19361.61,,,,,
336,2025-10-16,思维列控,sh.603508,卖出,"卖出思维列控(sh.603508) 600股，成交价32.31，成交金额19,386.00元，现金+19,361.61元，本次亏损-135.13元，收益率-0.69%，剩余1200股",亏损-135.13元 (-0.69%),32.31,600,19386.0,24.39,L4；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,-135.13,-0.6931,1200,持有1200股,19361.61,,,,,
337,2025-10-16,思维列控,sh.603508,卖出,"卖出思维列控(sh.603508) 600股，成交价32.31，成交金额19,386.00元，现金+19,361.61元，本次亏损-135.13元，收益率-0.69%，剩余600股",亏损-135.13元 (-0.69%),32.31,600,19386.0,24.39,L5；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,-135.13,-0.6931,600,持有600股,19361.61,,,,,
338,2025-10-16,思维列控,sh.603508,卖出,"卖出思维列控(sh.603508) 600股，成交价32.31，成交金额19,386.00元，现金+19,361.61元，本次亏损-135.13元，收益率-0.69%，清仓",亏损-135.13元 (-0.69%),32.31,600,19386.0,24.39,L6；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,-135.13,-0.6931,0,清仓,19361.61,,,,,
339,2025-10-16,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 1000股，成交价20.96，成交金额20,960.00元，现金+20,934.04元，本次盈利+1,399.28元，收益率+7.16%，剩余6900股","盈利1,399.28元 (+7.16%)",20.96,1000,20960.0,25.96,L1；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,1399.28,7.163,6900,持有6900股,20934.04,,,,,
340,2025-10-16,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 1000股，成交价20.96，成交金额20,960.00元，现金+20,934.04元，本次盈利+1,399.28元，收益率+7.16%，剩余5900股","盈利1,399.28元 (+7.16%)",20.96,1000,20960.0,25.96,L2；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,1399.28,7.163,5900,持有5900股,20934.04,,,,,
341,2025-10-16,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 1000股，成交价20.96，成交金额20,960.00元，现金+20,934.04元，本次盈利+1,399.28元，收益率+7.16%，剩余4900股","盈利1,399.28元 (+7.16%)",20.96,1000,20960.0,25.96,L3；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,1399.28,7.163,4900,持有4900股,20934.04,,,,,
342,2025-10-16,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 1000股，成交价20.96，成交金额20,960.00元，现金+20,934.04元，本次盈利+1,399.28元，收益率+7.16%，剩余3900股","盈利1,399.28元 (+7.16%)",20.96,1000,20960.0,25.96,L4；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,1399.28,7.163,3900,持有3900股,20934.04,,,,,
343,2025-10-16,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 1000股，成交价20.96，成交金额20,960.00元，现金+20,934.04元，本次盈利+1,399.28元，收益率+7.16%，剩余2900股","盈利1,399.28元 (+7.16%)",20.96,1000,20960.0,25.96,L5；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,1399.28,7.163,2900,持有2900股,20934.04,,,,,
344,2025-10-16,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 1000股，成交价20.96，成交金额20,960.00元，现金+20,934.04元，本次盈利+1,399.28元，收益率+7.16%，剩余1900股","盈利1,399.28元 (+7.16%)",20.96,1000,20960.0,25.96,L6；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,1399.28,7.163,1900,持有1900股,20934.04,,,,,
345,2025-10-16,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 1000股，成交价20.96，成交金额20,960.00元，现金+20,934.04元，本次盈利+1,399.28元，收益率+7.16%，剩余900股","盈利1,399.28元 (+7.16%)",20.96,1000,20960.0,25.96,L7；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,1399.28,7.163,900,持有900股,20934.04,,,,,
346,2025-10-16,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 900股，成交价20.96，成交金额18,864.00元，现金+18,840.14元，本次亏损-20.29元，收益率-0.11%，清仓",亏损-20.29元 (-0.11%),20.96,900,18864.0,23.86,L8；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,-20.29,-0.1076,0,清仓,18840.14,,,,,
347,2025-10-16,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 700股，成交价31.38，成交金额21,966.00元，现金+21,939.03元，本次盈利+3,598.87元，收益率+19.62%，剩余1400股","盈利3,598.87元 (+19.62%)",31.38,700,21966.0,26.97,L1；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,3598.87,19.6229,1400,持有1400股,21939.03,,,,,
348,2025-10-16,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 700股，成交价31.38，成交金额21,966.00元，现金+21,939.03元，本次盈利+3,598.87元，收益率+19.62%，剩余700股","盈利3,598.87元 (+19.62%)",31.38,700,21966.0,26.97,L2；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,3598.87,19.6229,700,持有700股,21939.03,,,,,
349,2025-10-16,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 700股，成交价31.38，成交金额21,966.00元，现金+21,939.03元，本次盈利+3,598.87元，收益率+19.62%，清仓","盈利3,598.87元 (+19.62%)",31.38,700,21966.0,26.97,L3；右侧行情左侧标的限额；保留=sh.603979；次日开盘退出,3598.87,19.6229,0,清仓,21939.03,,,,,
350,2025-10-21,思源电气,sz.002028,买入,"买入思源电气(sz.002028) 2400股，成交价122.33，成交金额293,592.00元，现金-293,763.75元，交易后持股2400股",建仓成本171.75元,122.33,2400,293592.0,171.75,33未三日下行首仓；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-171.75,,2400,持有2400股,-293763.75,基本面硬条件通过且多周期强度居前；20日强度+22.5%；60日强度+50.1%；120日强度+54.9%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.35倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.35倍；多周期均量扣低走高,,,
351,2025-11-04,思源电气,sz.002028,买入,"买入思源电气(sz.002028) 600股，成交价142.29，成交金额85,374.00元，现金-85,423.94元，交易后持股3000股",建仓成本49.94元,142.29,600,85374.0,49.94,浮盈加仓33%；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-49.94,,3000,持有3000股,-85423.94,基本面硬条件通过且多周期强度居前；20日强度+31.9%；60日强度+72.5%；120日强度+92.0%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.44倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.44倍；多周期均量扣低走高,,,
352,2025-11-05,金诚信,sh.603979,买入,"买入金诚信(sh.603979) 300股，成交价60.38，成交金额18,114.00元，现金-18,128.06元，交易后持股1200股",建仓成本14.06元,60.38,300,18114.0,14.06,L4；价值线网格第4份；开盘已触发成交,-14.06,,1200,持有1200股,-18128.06,,,,,
353,2025-11-05,金诚信,sh.603979,买入,"买入金诚信(sh.603979) 300股，成交价60.38，成交金额18,114.00元，现金-18,128.06元，交易后持股1500股",建仓成本14.06元,60.38,300,18114.0,14.06,L5；价值线网格第5份；开盘已触发成交,-14.06,,1500,持有1500股,-18128.06,,,,,
354,2025-11-05,思源电气,sz.002028,卖出,"卖出思源电气(sz.002028) 400股，成交价139.42，成交金额55,768.00元，现金+55,707.23元，本次盈利+6,746.61元，收益率+13.78%，剩余2600股","盈利6,746.61元 (+13.78%)",139.42,400,55768.0,60.77,止盈条件=volume_node_break:2025-11-03；14:55收盘代理价成交,6746.61,13.7797,2600,持有2600股,55707.23,,,,,
355,2025-11-06,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 300股，成交价64.057，成交金额19,217.16元，现金+19,192.95元，本次盈利+1,064.89元，收益率+5.87%，剩余1200股","盈利1,064.89元 (+5.87%)",64.057,300,19217.16,24.22,L4；上一格卖出；盘中触及结构位成交,1064.89,5.8743,1200,持有1200股,19192.95,,,,,
356,2025-11-11,宝丰能源,sh.600989,买入,"买入宝丰能源(sh.600989) 15300股，成交价19.51，成交金额298,503.00元，现金-298,677.62元，交易后持股15300股",建仓成本174.62元,19.51,15300,298503.0,174.62,33未三日下行首仓；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-174.62,,15300,持有15300股,-298677.62,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.33倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+10.3%；60日强度+27.3%；120日强度+23.3%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.33倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.33倍；多周期均量扣低走高,,,
357,2025-11-12,思源电气,sz.002028,卖出,"卖出思源电气(sz.002028) 500股，成交价143.3，成交金额71,650.00元，现金+71,572.26元，本次盈利+10,371.48元，收益率+16.95%，剩余2100股","盈利10,371.48元 (+16.95%)",143.3,500,71650.0,77.74,止盈条件=volume_node_break:2025-11-06；14:55收盘代理价成交,10371.48,16.9466,2100,持有2100股,71572.26,,,,,
358,2025-11-14,宝丰能源,sh.600989,卖出,"卖出宝丰能源(sh.600989) 15300股，成交价19.11，成交金额292,383.00元，现金+292,065.76元，本次亏损-6,611.86元，收益率-2.21%，清仓","亏损-6,611.86元 (-2.21%)",19.11,15300,292383.0,317.24,收盘条件止损；14:55收盘代理价成交,-6611.86,-2.2137,0,清仓,292065.76,,,,,
359,2025-11-14,海博思创,sh.688411,买入,"买入海博思创(sh.688411) 600股，成交价377.41，成交金额226,446.00元，现金-226,578.47元，交易后持股600股",建仓成本132.47元,377.41,600,226446.0,132.47,33未三日下行首仓；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-132.47,,600,持有600股,-226578.47,基本面硬条件通过且多周期强度居前；20日强度+29.7%；60日强度+296.4%；120日强度+447.9%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.60倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.60倍；多周期均量扣低走高,,,
360,2025-11-17,海博思创,sh.688411,卖出,"卖出海博思创(sh.688411) 600股，成交价368.41，成交金额221,046.00元，现金+220,806.17元，本次亏损-5,772.31元，收益率-2.55%，清仓","亏损-5,772.31元 (-2.55%)",368.41,600,221046.0,239.83,开盘未站上376.570；跳空止损成交,-5772.31,-2.5476,0,清仓,220806.17,,,,,
361,2025-11-19,金诚信,sh.603979,买入,"买入金诚信(sh.603979) 300股，成交价60.75，成交金额18,225.00元，现金-18,239.11元，交易后持股1500股",建仓成本14.11元,60.75,300,18225.0,14.11,L4；价值线网格第4份；开盘已触发成交,-14.11,,1500,持有1500股,-18239.11,,,,,
362,2025-11-20,思源电气,sz.002028,卖出,"卖出思源电气(sz.002028) 600股，成交价140.9，成交金额84,540.00元，现金+84,448.27元，本次亏损-975.67元，收益率-1.14%，剩余1500股",亏损-975.67元 (-1.14%),140.9,600,84540.0,91.73,entry time condition；14:55收盘代理价成交,-975.67,-1.1422,1500,持有1500股,84448.27,,,,,
363,2025-11-20,思源电气,sz.002028,卖出,"卖出思源电气(sz.002028) 500股，成交价140.9，成交金额70,450.00元，现金+70,373.56元，本次盈利+9,172.78元，收益率+14.99%，剩余1000股","盈利9,172.78元 (+14.99%)",140.9,500,70450.0,76.44,止盈条件=volume_node_break:2025-11-13；14:55收盘代理价成交,9172.78,14.988,1000,持有1000股,70373.56,,,,,
364,2025-11-21,思源电气,sz.002028,卖出,"卖出思源电气(sz.002028) 500股，成交价135.21，成交金额67,605.00元，现金+67,531.65元，本次盈利+6,330.87元，收益率+10.34%，剩余500股","盈利6,330.87元 (+10.34%)",135.21,500,67605.0,73.35,止盈条件=trailing_10；14:55收盘代理价成交,6330.87,10.3444,500,持有500股,67531.65,,,,,
365,2025-11-24,思源电气,sz.002028,卖出,"卖出思源电气(sz.002028) 500股，成交价135.92，成交金额67,960.00元，现金+67,886.26元，本次盈利+6,685.48元，收益率+10.92%，清仓","盈利6,685.48元 (+10.92%)",135.92,500,67960.0,73.74,止盈条件=maximum_profit_half；14:55收盘代理价成交,6685.48,10.9239,0,清仓,67886.26,,,,,
366,2025-11-26,锡业股份,sz.000960,买入,"买入锡业股份(sz.000960) 800股，成交价23.39，成交金额18,712.00元，现金-18,726.36元，交易后持股800股",建仓成本14.36元,23.39,800,18712.0,14.36,L1；价值线网格第1份；开盘已触发成交,-14.36,,800,持有800股,-18726.36,,,,,
